Timestamp,Which age group do you belong to?,Gender,"How do you purchase electronic items such as mobile phones, laptops, watches, and TVs?",What factors influence your decision to purchase electronic items from e-commerce websites or offline stores? (Select all that apply),How satisfied are you with the pricing of electronic items on e-commerce websites compared to offline stores?,Which channel do you find more convenient for purchasing electronic items?,How would you rate the overall shopping experience when purchasing electronic items from e-commerce websites compared to offline stores?,How frequently do you purchase electronic gadgets online?,What type of electronic gadgets do you typically purchase online? (Select all that apply),How would you rate your overall satisfaction with the variety of electronic gadgets available on e-commerce website?,What factors influence your decision to purchase electronic gadgets online? (Select all that apply),How likely are you to recommend e-commerce website to others for purchasing electronic gadgets?,What improvements or additions would you like to see in the range of electronic gadgets offered on e-commerce website?,"On a scale of 1 to 10, how satisfied are you with the user experience (navigation, search functionality, checkout process, etc.) when browsing electronic gadgets on website?
 (1 being the lowest/worst score).
",How important are customer reviews and ratings in influencing your decision to purchase electronic gadgets online?,How often do you rely on comparison tools or features to compare different electronic gadgets before making a purchase decision?,Which payment method do you prefer when purchasing electronic gadgets online?,Which e-commerce website do you prefer the most for purchasing electronic gadgets?,During which occasions or festivals do you prefer to purchase electronic items from e-commerce websites or offline stores? (Select all that apply)
04/04/2024 14:31:06,45-54 years,Other,Equally from e-commerce websites and offline stores,"Price competitiveness, Convenience of shopping from home, Trust in the brand or seller, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Much Better in Offline Stores,Occasionally,"Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Very Satisfied,"Price competitiveness, Brand reputation, Discounts and promotions",Neutral,I would like to have a better review and the  specification sections.,5,Moderately Important,Occasionally,Net Banking,Amazon India,Diwali
04/04/2024 14:35:29,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",About the Same,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,-,8,Extremely Important,Always,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
04/04/2024 14:36:20,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Immediate availability of the product, Customer service and support",Slightly Lower on E-commerce Websites,Offline Stores,Much Better in Offline Stores,Rarely,"Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Dissatisfied,"Product reviews and ratings, Brand reputation, Discounts and promotions",Slightly Likely,Integration of eco-friendly materials and sustainable manufacturing processes in electronic gadgets.,7,Very Important,Rarely,Cash on Delivery,Amazon India,"New Year, Dussehra"
04/04/2024 14:40:01,18-24 years,Male,Equally from e-commerce websites and offline stores,"Product assortment and availability, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Product reviews and ratings, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Neutral,Some electronics gadgets would be Duplicate in the e-commerce websites by just mentioning the Brand name this would be improved,8,Extremely Important,Rarely,"Mobile Wallets (e.g., Paytm, PhonePe)",Flipkart,"Diwali, Dussehra"
04/04/2024 14:42:41,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support",Slightly Higher in Offline Stores,Both Equally Convenient,Much Better on E-commerce Websites,Rarely,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions",Likely,Smtg,10,Very Important,Always,Cash on Delivery,Amazon India,"Christmas, Independence Day, Dussehra"
04/04/2024 15:05:07,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Neutral,Connecting to people ,7,Somewhat Important,Rarely,Net Banking,Amazon India,"Diwali, Christmas, New Year, Independence Day, Republic Day, Dussehra"
04/04/2024 15:09:19,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Product assortment and availability, Convenience of shopping from home, Immediate availability of the product",Slightly Lower on E-commerce Websites,Offline Stores,Much Better in Offline Stores,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Neutral,"Product reviews and ratings, Brand reputation, Product specifications and features, Fast and reliable delivery",Neutral,guarantee that i don't get show pieces or faulty ones,6,Somewhat Important,Frequently,UPI (Unified Payments Interface),Amazon India,Diwali
04/04/2024 15:17:10,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Discounts and promotions",About the Same,Both Equally Convenient,About the Same,Rarely,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely, ,8,Very Important,Frequently,Cash on Delivery,Amazon India,"Diwali, New Year, Independence Day, Dussehra"
04/04/2024 15:25:20,18-24 years,Male,Exclusively from e-commerce websites,"Price competitiveness, Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Customer service and support",Slightly Higher in Offline Stores,E-commerce Websites,Slightly Better in Offline Stores,Frequently,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Brand reputation, Fast and reliable delivery, Easy returns and refunds, Payment options",Very Likely,A little more work on the specifications have to be done.,8,Very Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
04/04/2024 16:52:37,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,None,10,Very Important,Frequently,UPI (Unified Payments Interface),Amazon India,Independence Day
04/04/2024 16:56:18,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Much Better in Offline Stores,Rarely,"Smartphones, Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Product reviews and ratings",Neutral,proof that the product works well,9,Very Important,Always,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, New Year"
04/04/2024 17:38:16,55+ years,Male,Exclusively from offline stores,"Price competitiveness, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Higher in Offline Stores,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions",Likely,Higher end products,8,Very Important,Always,Credit/Debit Card,Amazon India,"Diwali, New Year, Republic Day"
04/04/2024 17:43:53,35-44 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Ability to physically inspect and test the product, Customer service and support",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Brand reputation, Discounts and promotions, Payment options",Neutral,None,8,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, New Year, Independence Day"
04/04/2024 17:46:14,55+ years,Male,Exclusively from e-commerce websites,"Price competitiveness, Customer service and support",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Very Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,Nil,6,Extremely Important,Always,UPI (Unified Payments Interface),Amazon India,"Onam,Vishu"
04/04/2024 17:53:49,55+ years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Trust in the brand or seller, I may have very specific requirements (for example, a particular processor from AMD for a laptop).",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features",Very Likely,"Older, proven products tend to be out of stock",8,Very Important,Occasionally,Net Banking,Amazon India,Christmas
